Assigned_driver_id,Request_id,store_id,Assigned_Driver_latitude,Assigned_Driver_longitude,Request_latitude,Request_longitude,store_latitude,store_longitude,Distance
70,1,768,30.143314674868005,74.18784837913721,30.135902227705916,74.19527349513928,30.141986599377518,74.19287671398388,1.2203005323471827
18,2,464,30.189112994291143,74.22889927478448,30.18814783770516,74.24864065923249,30.18673143809523,74.23715477949008,1.951645783087864
55,3,766,30.143754803256297,74.2071336830881,30.14373542205066,74.20206057701232,30.144319263638092,74.20590996764065,0.5091606515169875
82,4,688,30.1688939488157,74.13938792496329,30.163457470014023,74.12587038454863,30.171444953060593,74.13010912781215,1.9131915225292553
57,5,761,30.10124748490624,74.27072240977895,30.073179852630467,74.28539848944071,30.097923837470343,74.26936884900823,3.5460246302859715
32,6,813,30.18088609323553,74.16626773323635,30.211490777943183,74.18389884448352,30.180793468758498,74.17951597293225,4.712761661273032
66,7,684,30.154833532625194,74.21706326942294,30.173007806673436,74.2247503626981,30.161751010031427,74.22303968025113,2.222564987475532
29,8,814,30.08015354876832,74.24803170378749,30.069416197284042,74.2459988606113,30.068350656264123,74.25255235734346,2.02431550274281
65,9,770,30.23097934508767,74.19305406705557,30.222795961805403,74.18012393864326,30.219077118620923,74.21203786665951,5.3476374952650385
41,10,762,30.062759815018016,74.1899357111046,30.05571733121549,74.17213953645098,30.04404490964285,74.18559410249355,3.9560028589591365
13,11,462,30.134534695418214,74.2505981224111,30.138262428280594,74.23767622463122,30.145389905928635,74.2504292957332,2.667293224499943
70,12,768,30.143314674868005,74.18784837913721,30.140985640409312,74.19494126762476,30.141986599377518,74.19287671398388,0.7331666430829813
85,13,690,30.09901905390393,74.16460413281692,30.085636897602548,74.19382929971559,30.101724903274626,74.16908300946999,3.503471969502928
29,14,467,30.08015354876832,74.24803170378749,30.078197878497875,74.23006811871277,30.071367606559402,74.23622563503393,2.4616019166538226
45,15,763,30.150343104710778,74.15845825017294,30.1609660255258,74.15381787632816,30.153793588488988,74.15444999085948,1.3436663404995617
12,16,765,30.148497610739344,74.1952990801874,30.141395474365897,74.19620751144161,30.143552840600126,74.1948613866915,0.8240249530382076
65,17,770,30.23097934508767,74.19305406705557,30.229306880039697,74.21856308471429,30.219077118620923,74.21203786665951,3.552337283528631
47,18,812,30.148315281957366,74.28239151592494,30.13099741705776,74.27446339804406,30.150632504438846,74.28012588023365,2.587609223846113
57,19,761,30.10124748490624,74.27072240977895,30.09462880876344,74.25727351142788,30.097923837470343,74.26936884900823,1.6117819633308577
85,20,690,30.09901905390393,74.16460413281692,30.109017154829687,74.16491834477054,30.101724903274626,74.16908300946999,1.4299526762961665
70,21,768,30.143314674868005,74.18784837913721,30.145981121982757,74.18271284732347,30.141986599377518,74.19287671398388,1.579098249988512
70,22,768,30.143314674868005,74.18784837913721,30.140919042787445,74.18440674019804,30.141986599377518,74.19287671398388,1.328646253608913
46,23,687,30.15797639440414,74.25559397474218,30.174814296043557,74.26438643537226,30.168104264235104,74.25198585526846,2.5847043646425156
66,24,684,30.154833532625194,74.21706326942294,30.165702187722903,74.22603596041009,30.161751010031427,74.22303968025113,1.4854719418401707
82,25,688,30.1688939488157,74.13938792496329,30.172046715093966,74.13197550164423,30.171444953060593,74.13010912781215,1.1274937103327074
40,26,820,30.11340128669285,74.09357183346533,30.078361617516453,74.12248528686587,30.110921229716823,74.1042341013168,5.085800251523021
43,27,683,30.125746243625706,74.20043445630382,30.122619336768043,74.22623885514382,30.12854618201701,74.20162004453019,2.789296446059997
47,28,812,30.148315281957366,74.28239151592494,30.18085360521228,74.28350272298994,30.150632504438846,74.28012588023365,3.7134902568612187
88,29,819,30.142247287318856,74.16711142302293,30.130500781779784,74.15586102994638,30.124799423487875,74.15368517246216,2.998092968389215
70,30,768,30.143314674868005,74.18784837913721,30.139463260361744,74.19498105572583,30.141986599377518,74.19287671398388,0.8515073133361971
184,31,920,19.42414027164973,78.41462947789047,19.413783672385627,78.38431236481269,19.41928396262543,78.40894476878759,3.4589889201881348
110,32,591,19.241642067749474,78.38416993068114,19.239405071832902,78.34118816737752,19.264123141675817,78.37618201139828,7.224625599907808
108,33,593,19.402413925723835,78.17527249472813,19.365478709792917,78.14355209534932,19.39128925271947,78.18107242198644,6.249501746619905
111,34,203,19.459489251697832,78.34400331740183,19.458718578309803,78.3279604103262,19.457836885529694,78.34789548315074,2.5398951712970677
127,35,347,19.401494876354587,78.31325161767039,19.39887989296008,78.30875086592111,19.403705356597683,78.31013414187721,0.9648798430241914
123,36,346,19.446412851219442,78.43566640953956,19.415584290353866,78.45240260794691,19.413254315065203,78.45182612581903,4.3238617797111605
145,37,207,19.256483520074294,78.28351777871045,19.270863100958586,78.27339609158858,19.234017168725774,78.28053065155494,6.682724273155375
149,38,911,19.423867056985216,78.33051526717622,19.444257360054888,78.30742395437323,19.424229550757687,78.31971177141722,3.7065156185392647
160,39,915,19.256941465836935,78.18595965660688,19.29846963601331,78.18609604850255,19.260854582405685,78.19220387946748,5.018192602372956
174,40,348,19.418486038573096,78.24585961853472,19.40739823752913,78.23702004773446,19.429029912133082,78.25682662095352,4.820379676602272
160,41,915,19.256941465836935,78.18595965660688,19.27716894716527,78.1786595290481,19.260854582405685,78.19220387946748,3.0915402115842623
182,42,918,19.50511137518755,78.27982662496093,19.48912151989412,78.2382757880367,19.508908152306365,78.27625493543691,5.1126799892751995
127,43,347,19.401494876354587,78.31325161767039,19.395632492950966,78.30728008444984,19.403705356597683,78.31013414187721,1.3553008571694847
178,44,595,19.413672742871036,78.12139308720138,19.510155619177013,78.13869422632482,19.425924592261737,78.11505599553433,11.20416036001997
111,45,203,19.459489251697832,78.34400331740183,19.460444428058643,78.32124137250041,19.457836885529694,78.34789548315074,3.257034105175611
162,46,342,19.35036788010931,78.23112378315174,19.346093191779524,78.25297696475747,19.366638808405423,78.25929346030836,5.843811691410151
127,47,347,19.401494876354587,78.31325161767039,19.403782393554394,78.33017786029112,19.403705356597683,78.31013414187721,2.511231019961947
108,48,593,19.402413925723835,78.17527249472813,19.32807788517571,78.16615322711348,19.39128925271947,78.18107242198644,8.57942443350515
134,49,210,19.31478404308448,78.36057133362958,19.310454367789653,78.39504466253655,19.317655628458933,78.35603801394184,4.743756140740759
198,50,598,19.428937859371953,78.36187222757422,19.429699071410877,78.36590397373598,19.436071592543673,78.35807858435048,1.9715732142250815
127,51,347,19.401494876354587,78.31325161767039,19.4054525344439,78.31492215175341,19.403705356597683,78.31013414187721,0.9474764618296907
145,52,207,19.256483520074294,78.28351777871045,19.272922936345115,78.27414227055314,19.234017168725774,78.28053065155494,6.895544549185355
182,53,918,19.50511137518755,78.27982662496093,19.5583001927627,78.1973120984513,19.508908152306365,78.27625493543691,10.49417326810519
184,54,204,19.42414027164973,78.41462947789047,19.417761090397885,78.42387926262082,19.41448052632273,78.42538761600656,1.955341145035229
174,55,348,19.418486038573096,78.24585961853472,19.456199619086284,78.25579010379666,19.429029912133082,78.25682662095352,4.66541494130755
154,56,917,19.358861980210406,78.30883878179363,19.31744935711006,78.27589396435329,19.361235629610142,78.29345386292718,6.8411704868442476
182,57,918,19.50511137518755,78.27982662496093,19.57275002971584,78.29416914310717,19.508908152306365,78.27625493543691,7.907161316562019
103,58,594,19.388117009692376,78.31146921012056,19.385195329027216,78.2914752290375,19.3853061801271,78.30825887601394,2.219928277723802
160,59,915,19.256941465836935,78.18595965660688,19.275770390018202,78.24965026584896,19.260854582405685,78.19220387946748,7.040613572214555
162,60,342,19.35036788010931,78.23112378315174,19.35989758347055,78.24339174849608,19.366638808405423,78.25929346030836,5.293926408232864
217,61,873,23.84881944625963,91.27917588523249,23.862204400952976,91.28207411041387,23.852273241480447,91.27555088914103,1.8205804312827398
220,62,680,23.88073204393826,91.20104993799822,23.876861846569067,91.21907676027094,23.881943755228498,91.1980437567493,2.5459946185027817
205,63,876,23.86496289481843,91.33264111626367,23.89768238870989,91.32760852889155,23.872811807305226,91.33272311043298,3.6867470859621556
267,64,677,23.80491450878036,91.2988819731548,23.79608412523169,91.27876276714319,23.804963496763886,91.30164970617786,2.810792062001271
280,65,565,23.836018667215296,91.27892373022587,23.835003750491833,91.28384638677467,23.835989451886928,91.27935970661424,0.5137851805922614
280,66,565,23.836018667215296,91.27892373022587,23.83563815147206,91.28198174002102,23.835989451886928,91.27935970661424,0.3139970572950738
267,67,677,23.80491450878036,91.2988819731548,23.79199233416985,91.2809296042305,23.804963496763886,91.30164970617786,2.8358880919485756
240,68,874,23.871169384184153,91.26378814567168,23.888056923082452,91.26633663560801,23.88373173651206,91.25673606017575,2.658313528069249
244,69,563,23.750599334341793,91.30462901792339,23.756866107246815,91.33846406537937,23.74980196699182,91.32593223283769,3.6679163605927014
220,70,680,23.88073204393826,91.20104993799822,23.86923633494346,91.18654124504793,23.881943755228498,91.1980437567493,2.1682810980425327
204,71,561,23.90095495451646,91.21135254455203,23.925606219538874,91.23354664487724,23.902642626526216,91.21135973888555,3.594468878446352
217,72,873,23.84881944625963,91.27917588523249,23.85954958436231,91.2755516653506,23.852273241480447,91.27555088914103,1.3414456048041217
218,73,146,23.83988871049969,91.25319888080324,23.834424214723565,91.23872697493374,23.839055916096385,91.25390876123052,1.7451875392100105
217,74,873,23.84881944625963,91.27917588523249,23.858071141433708,91.26374150425688,23.852273241480447,91.27555088914103,1.8954179913348974
214,75,672,23.816300769907425,91.2752700975985,23.805422502978296,91.27527623854537,23.821792797635513,91.27652387384985,2.4485745545584345
230,76,142,23.818189882507955,91.23725073606808,23.823389841178944,91.22542802300894,23.816507745988268,91.23401497321497,1.5398849606422504
205,77,876,23.86496289481843,91.33264111626367,23.876295647173322,91.35501154440554,23.872811807305226,91.33272311043298,3.1719660572204558
214,78,672,23.816300769907425,91.2752700975985,23.804884871939066,91.26335686337791,23.821792797635513,91.27652387384985,2.9322884493671473
244,79,563,23.750599334341793,91.30462901792339,23.766199041848612,91.3616461111952,23.74980196699182,91.32593223283769,6.236344305997123
