store_id,operator_id,city_id,location_latitude,location_longitude,contact_email,contact_mobile,start_time,end_time,list_of_items,inventory_capacity
1,1,3,23.81621546028571,91.21962176954744,store1@agartala.com,9436380899,2024-10-18 09:00:00,2024-10-18 21:00:00,[],321.8548037376876
2,1,3,23.79634805914551,91.3013061300573,store2@agartala.com,9768065884,2024-10-18 09:00:00,2024-10-18 21:00:00,[],328.25342021470567
3,1,3,23.85578448497541,91.29417047125503,store3@agartala.com,9915596772,2024-10-18 09:00:00,2024-10-18 21:00:00,[],424.8454995310454
4,1,3,23.79152510725187,91.25693845342111,store4@agartala.com,9274130699,2024-10-18 09:00:00,2024-10-18 21:00:00,[],251.4924032752357
5,1,3,23.835774343487145,91.36563879638244,store5@agartala.com,9047335663,2024-10-18 09:00:00,2024-10-18 21:00:00,[],314.5356316601732
6,1,3,23.93542518602069,91.28900815669319,store6@agartala.com,9637193005,2024-10-18 09:00:00,2024-10-18 21:00:00,[],305.2027321693711
7,1,3,23.84481894780567,91.18153188057063,store7@agartala.com,9590638254,2024-10-18 09:00:00,2024-10-18 21:00:00,[],379.14248806157167
8,1,3,23.926873029851937,91.27640550824326,store8@agartala.com,9436254987,2024-10-18 09:00:00,2024-10-18 21:00:00,[],105.49075664332138
9,1,3,23.779281477461524,91.20227640056977,store9@agartala.com,9645775553,2024-10-18 09:00:00,2024-10-18 21:00:00,[],194.27583270225114
10,1,3,23.873537689936214,91.32125454440191,store10@agartala.com,9963520184,2024-10-18 09:00:00,2024-10-18 21:00:00,[],346.2759891629281
11,1,11,27.785953483415298,78.24369719336396,store11@aligarh.com,9450901202,2024-10-18 09:00:00,2024-10-18 21:00:00,[],436.91274135263865
12,1,11,27.881663358915965,77.99948261766279,store12@aligarh.com,9166436082,2024-10-18 09:00:00,2024-10-18 21:00:00,[],386.039381890297
13,1,11,27.681965156031353,78.24759629294708,store13@aligarh.com,9212710546,2024-10-18 09:00:00,2024-10-18 21:00:00,[],455.4802623447948
14,1,11,27.87720060325685,78.07353357964642,store14@aligarh.com,9989996893,2024-10-18 09:00:00,2024-10-18 21:00:00,[],363.4017658079282
15,1,11,27.83670125994545,78.04065521676954,store15@aligarh.com,9426750068,2024-10-18 09:00:00,2024-10-18 21:00:00,[],498.89955231852156
16,1,11,27.91884375362402,77.92916954443665,store16@aligarh.com,9615814585,2024-10-18 09:00:00,2024-10-18 21:00:00,[],259.9862229899535
17,1,11,27.727162581471344,78.18801372796891,store17@aligarh.com,9326604424,2024-10-18 09:00:00,2024-10-18 21:00:00,[],143.7827728422768
18,1,11,28.016669826069165,78.00795184056481,store18@aligarh.com,9015850293,2024-10-18 09:00:00,2024-10-18 21:00:00,[],299.53236668238884
19,1,11,27.875423730998158,78.07967800262627,store19@aligarh.com,9474447456,2024-10-18 09:00:00,2024-10-18 21:00:00,[],492.69870379074507
20,1,11,27.884322146498434,78.04929642452372,store20@aligarh.com,9663357805,2024-10-18 09:00:00,2024-10-18 21:00:00,[],383.8920124313687
21,1,10,9.477303940172991,76.42369700933708,store21@alappuzha.com,9150854218,2024-10-18 09:00:00,2024-10-18 21:00:00,[],247.64971903350266
22,1,10,9.444253717175428,76.34982136374502,store22@alappuzha.com,9584825952,2024-10-18 09:00:00,2024-10-18 21:00:00,[],342.7846929737659
23,1,10,9.504919857307163,76.276461111612,store23@alappuzha.com,9673859449,2024-10-18 09:00:00,2024-10-18 21:00:00,[],423.04405768424675
24,1,10,9.548677757010436,76.4050558548184,store24@alappuzha.com,9111112824,2024-10-18 09:00:00,2024-10-18 21:00:00,[],325.48105490080343
25,1,10,9.415652263844143,76.33753274597554,store25@alappuzha.com,9362556061,2024-10-18 09:00:00,2024-10-18 21:00:00,[],291.01324638113624
26,1,10,9.40996788188085,76.33936896977579,store26@alappuzha.com,9544368120,2024-10-18 09:00:00,2024-10-18 21:00:00,[],167.93152939795934
27,1,10,9.537956214498575,76.34298107016649,store27@alappuzha.com,9422601768,2024-10-18 09:00:00,2024-10-18 21:00:00,[],353.80164622776476
28,1,10,9.516150070991644,76.3216081494974,store28@alappuzha.com,9097445467,2024-10-18 09:00:00,2024-10-18 21:00:00,[],414.6362483493703
29,1,10,9.581711349031119,76.33680913724437,store29@alappuzha.com,9226062055,2024-10-18 09:00:00,2024-10-18 21:00:00,[],243.70499362142803
