Request_id,Assigned_store_id,Assigned_store_latitude,Assigned_store_longitude,Assigned_driver_id,Assigned_Driver_latitude,Assigned_Driver_longitude,Request_latitude,Request_longitude,Distance_to_store,Distance_to_driver,Total_Distance
213,91,26.452499633806465,74.63849942222099,389,26.44678136629503,74.63725191480033,26.45483030721853,74.64036350448937,0.31874907708486144,0.647858202567193,0.9666072796520544
214,97,26.449139677671518,74.63876715193432,365,26.44461384928723,74.63788265648087,26.446292710229784,74.63513062963017,0.480926622644678,0.5108953391670037,0.9918219618116817
486,281,31.616902569026912,74.87478721629275,801,31.62061437788419,74.87630493875162,31.620746198855898,74.87908518852637,0.5901590172869048,0.43703830940526783,1.0271973266921726
4,30,30.149249359425568,74.18913055674912,30,30.14853807360528,74.19330573557745,30.145472604110825,74.19548070246314,0.7410722159638566,0.409172039267281,1.1502442552311376
561,627,19.87565252551063,75.32498518335149,914,19.8767326703142,75.32792508309684,19.8766380613823,75.33326328261772,0.8725582371933288,0.3300571313041617,1.2026153684974905
363,449,25.444561555829296,81.8443063993034,641,25.44367295025581,81.84265477316119,25.45560344373614,81.84896655916168,1.3139365374336178,0.19304323562706985,1.5069797730606878
42,208,19.38516207291536,78.32881832382155,67,19.38079925025899,78.33257384930258,19.390322609190743,78.3213579332774,0.9703646854296007,0.6249185723148132,1.595283257744414
9,27,30.150616182780944,74.18774369234228,43,30.1428011045674,74.19148002490877,30.156743895443466,74.19332653709446,0.8674092910784404,0.9403342863930648,1.8077435774715052
324,973,27.880188827694,78.0728480182639,532,27.88024868108189,78.07317272235822,27.865299699831827,78.07960889678077,1.7839946952656425,0.032601150130776156,1.8165958453964186
310,469,27.888121738779688,78.06615158497772,513,27.884281425191663,78.05956089917328,27.883162937912736,78.05593157928668,1.145847374092514,0.7758416397831853,1.9216890138756992
500,618,31.627045358892047,74.88375531194197,830,31.61685756576704,74.88577400580829,31.62097926985756,74.88996525859812,0.894814668503843,1.1488431902816196,2.043657858785463
31,373,19.3892823255157,78.30895395339853,55,19.402286335977674,78.31161052715385,19.39400255636954,78.31177852073101,0.6027057182514153,1.4725808629279769,2.075286581179392
18,24,30.138979350054893,74.20204142346951,4,30.14579521403325,74.20203838479124,30.148968837848805,74.21044968626524,1.373875994757201,0.7578895514192598,2.131765546176461
421,954,30.365949331990432,76.81599199675928,709,30.363472609245523,76.80069611550998,30.366652452189776,76.80911854620275,0.6640589222262946,1.4931316968854003,2.1571906191116947
627,321,25.89626415351448,80.74215727452855,1014,25.895808443822453,80.74276006320724,25.89284376078295,80.72147761907267,2.103276962937767,0.07876171528319455,2.1820386782209615
390,449,25.444561555829296,81.8443063993034,610,25.453647350171,81.86103698667183,25.44295899118648,81.8427062655685,0.23993494254710035,1.9602450386412176,2.200179981188318
103,291,27.18941257020386,78.0069887100035,200,27.18224391196994,77.9946093540064,27.191112425573717,77.9989551028883,0.8167539391678545,1.4610582876005944,2.277812226768449
29,175,30.12156914211628,74.10417425279864,21,30.126708812109342,74.09775845262543,30.11671030995479,74.118177346119,1.4511669901181643,0.8410537900429613,2.2922207801611254
663,127,34.2136786797113,74.35448864356927,1110,34.20833972190553,74.33656223530951,34.214319207944726,74.36096694403713,0.5999347578655185,1.7520688164102978,2.352003574275816
606,995,25.89435292196343,80.76976373069418,1050,25.8937821957442,80.78048534259425,25.891041638186877,80.75734331014716,1.2958547698457163,1.0743726101540005,2.370227379999717
584,571,24.759858725814524,84.38079110952624,993,24.757974037008196,84.36592725857645,24.75640382809294,84.37305018166244,0.8709404963958255,1.5154181120373318,2.386358608433157
197,59,23.73657709955824,92.72016247650654,303,23.74605858492876,92.7060327155724,23.74195061883326,92.71769611997128,0.6481031917484957,1.7832379279533632,2.431341119701859
306,845,27.879717581307705,78.08020966650794,516,27.87383472714137,78.09866526247053,27.87858951403506,78.07515536160075,0.5123747208058156,1.9283648897879186,2.4407396105937345
635,71,28.803984798460576,79.0391799087438,1055,28.82110407280348,79.05295042053834,28.80476275976974,79.04037921490824,0.14539126865223787,2.328867782799017,2.474259051451255
507,284,31.612836375996096,74.88355920944876,833,31.61234076570969,74.90337417494935,31.611309218400574,74.88984798177053,0.6192559240873701,1.8771854860401034,2.4964414101274732
448,47,30.336919350955128,76.799055004989,722,30.33192803408213,76.77491025056946,30.33778930818393,76.79822055072108,0.12558129037889823,2.3827478570524674,2.5083291474313656
183,760,23.73929542178448,92.70489111825836,320,23.736698095694678,92.71461192738592,23.748942577736948,92.71567973414496,1.5350979879289748,1.030744071284895,2.5658420592138698
505,620,31.65512336757782,74.86034432079309,849,31.6589810283105,74.84718414021383,31.64384844842421,74.859379356398,1.257036788302535,1.3173972812342298,2.574434069536765
588,239,24.760123367234723,84.37984349389413,979,24.773641158103743,84.38100783325318,24.751436164798,84.37474984398558,1.0943704056527657,1.5077000146712571,2.602070420324023
309,975,27.8506417537962,78.09765846987827,531,27.84640166512758,78.08265985024609,27.847995149054498,78.08717243609632,1.0721280778974767,1.5481570830691709,2.6202851609666475
732,140,28.37967529939389,79.38377054560965,1211,28.3946452443044,79.38167028498182,28.370751348429096,79.38577672563461,1.0115233323097725,1.67721357593013,2.6887369082399024
141,334,19.119519947833197,74.627767821805,213,19.134487697661942,74.62216891255875,19.123700246438872,74.63557624521665,0.942889927520447,1.7652197980243127,2.7081097255447597
626,992,25.905302283941044,80.79981140281953,1037,25.89448634158308,80.79230642730904,25.89447441355263,80.79366790058562,1.3517586366903829,1.417736796034041,2.769495432724424
483,942,31.62261940776129,74.87639813333877,813,31.610970757399773,74.87577375871957,31.624112898103363,74.86047106857951,1.5171536905767227,1.2966194371545263,2.813773127731249
371,449,25.444561555829296,81.8443063993034,640,25.435873509866155,81.84891790124645,25.459537445995693,81.83632527858734,1.848015342787894,1.0713092803145372,2.9193246231024315
257,267,20.74002792938377,77.02189417434735,435,20.758518041068548,77.02597530772907,20.746094734136097,77.01720860003596,0.8321564047949565,2.099345393518111,2.9315017983130676
582,478,24.73893922746429,84.3779863890341,951,24.75145308242583,84.37247124710603,24.737098028935293,84.36391115862918,1.436134569007308,1.4987985683569474,2.934933137364255
27,27,30.150616182780944,74.18774369234228,29,30.14590317218888,74.1792909440583,30.159037973467036,74.16929931766404,2.0054442268633776,0.96706881874761,2.9725130456109876
122,714,19.11481837963984,74.74698153027661,227,19.1159717777878,74.73862541353715,19.095907495143653,74.74538251659145,2.1094954904332677,0.8872433370974729,2.9967388275307405
481,284,31.612836375996096,74.88355920944876,848,31.618270405792146,74.88651649309472,31.603242760338983,74.90558403266725,2.342710729558888,0.6659722553462655,3.0086829849051533
302,980,27.87722290053535,78.10265319378543,524,27.87963598141989,78.08609605627112,27.880932292482683,78.11678534173831,1.4489841070156813,1.6493702471562852,3.0983543541719665
675,253,34.20442845921591,74.19415741524756,1125,34.20864145481185,74.21353425398658,34.21352118606351,74.20341370781419,1.3216532861293238,1.8424459816766487,3.1640992678059723
260,184,20.724296002204177,76.99738024442472,419,20.71079649256559,76.9968646640882,20.71246458921639,76.98681308722884,1.7142476713063537,1.5020344563547214,3.216282127661075
553,765,19.889982312284456,75.36623811917319,928,19.875508612566097,75.34870009462176,19.896098081328,75.36243369417618,0.7878418661372377,2.4399461303852665,3.2277879965225043
423,45,30.354085789769798,76.82148598708334,726,30.34992344392863,76.82604051334083,30.35265504437415,76.84863641766873,2.61001587336765,0.6365571913039548,3.2465730646716047
478,512,20.94100431720523,77.75168869195534,766,20.94586014462592,77.74004127291062,20.937297060875725,77.73317413016377,1.966461111291168,1.324611930488362,3.29107304177953
78,13,23.79122566408426,91.30391134871046,150,23.79870587405677,91.30596715589785,23.80520742819958,91.28524016731056,2.4547134205913586,0.8576575314789195,3.312370952070278
303,117,27.859514364308364,78.17373757612562,504,27.860491888413502,78.1895208257513,27.875444803040445,78.17316438778744,1.772279840751819,1.5553994861182567,3.3276793268700757
102,664,27.23674338070749,78.02901912414242,155,27.252825042847004,78.01938108482075,27.228207755657618,78.01991198385453,1.3082748126526644,2.026201974995279,3.3344767876479438
325,973,27.880188827694,78.0728480182639,514,27.89920165565867,78.05894480245018,27.887037511515377,78.07590439404184,0.8186448698679175,2.5172607811108056,3.3359056509787233
5,24,30.138979350054893,74.20204142346951,19,30.141576965126937,74.20540459758655,30.143737681343367,74.23180640939789,2.9106997364332923,0.43361448948283027,3.3443142259161225
557,628,19.881154896083192,75.35048700318147,942,19.88647694403222,75.33801295526811,19.88893516323398,75.3670267654315,1.9337925359645067,1.4323289148389555,3.3661214508034623
3,174,30.144677395998578,74.19706227393738,47,30.15244753817942,74.20930098119481,30.15460760924126,74.21324531991031,1.908002941681105,1.4599081947413102,3.367911136422415
379,443,25.460533524231263,81.86091106587283,625,25.46010645442582,81.8619459186486,25.44370551740371,81.88781295126829,3.2858625643424575,0.11423355175126026,3.4000961160937178
305,843,27.87385294662059,78.05990885544497,508,27.888170399750425,78.03097714703102,27.872505856516565,78.05933130195189,0.16018675661346896,3.2589503075883917,3.419137064201861
64,11,23.84228625028274,91.279264078344,125,23.83953589899235,91.2768279214232,23.84989643257221,91.307873923702,3.030252488661277,0.39359982847604824,3.4238523171373254
114,291,27.18941257020386,78.0069887100035,194,27.184013466586872,78.02128794985994,27.20667582214569,78.0081428571476,1.9229767913764042,1.5364863029933369,3.459463094369741
602,245,25.882954850070995,80.78839311536605,1035,25.89071861721022,80.80968228401292,25.89324711471283,80.79109703200561,1.1759783772861079,2.2980321115058633,3.474010488791971
320,845,27.879717581307705,78.08020966650794,528,27.86040245464677,78.09854133330532,27.880342474705884,78.07333398361253,0.6793625498819298,2.8035422405441555,3.482904790426085
721,805,28.349719777013306,79.41976477136403,1205,28.342425609326,79.41852792675147,28.369732355170527,79.40448589001917,2.680871088237418,0.820056406121857,3.500927494359275
427,416,30.381075117689747,76.79292339013092,724,30.37669521175174,76.78873597005295,30.37839747944514,76.82274728904072,2.876369664791934,0.6313056429182943,3.5076753077102283
91,407,27.17070651806829,77.96781430770291,198,27.165340521001035,77.97579977111815,27.19016540806325,77.95465266411423,2.5252051083890388,0.9899906238559169,3.5151957322449556
707,825,23.23239765799521,87.86648452822621,1190,23.21717774575493,87.86967007766246,23.21679908883924,87.86089947038101,1.8259605298658246,1.7233974134564216,3.549357943322246
388,940,25.44177139026743,81.83661823894552,638,25.45079966678244,81.82532194330032,25.460387601035187,81.83976890125548,2.0940598410500124,1.5146955005093294,3.608755341559342
568,542,19.898252427122685,75.33779273318802,910,19.881600385001413,75.34377696185244,19.88442985334134,75.3452429813081,1.7231420424553818,1.9544909422313297,3.6776329846867117
365,693,25.44332146671303,81.84050931518816,650,25.446668334905123,81.84221031722218,25.439696517691065,81.80740522471051,3.3483881954437464,0.40947564540714615,3.7578638408508924
643,75,28.82500159271826,79.04262945622318,1059,28.85676073702271,79.03918534374502,28.82608894196648,79.04452377411343,0.22062005249608077,3.5473534695697357,3.7679735220658164
619,150,25.89021442326206,80.78732481635319,1006,25.88706505766226,80.81538472709865,25.882756172182475,80.79221034440542,0.9626188500515837,2.8287583740910884,3.791377224142672
445,49,30.35862257932378,76.79018790978976,747,30.37578890494578,76.76719511971504,30.3509539866528,76.78779832859675,0.8829966472435115,2.917122073246442,3.8001187204899534
308,978,27.86637102002516,78.03859140346654,538,27.870723302788434,78.06185156034314,27.86445306007545,78.05333587436071,1.46501196636788,2.3371013292147897,3.8021132955826697
111,300,27.20706491054693,77.92979802898154,153,27.199955674707617,77.94494636854853,27.21400762646147,77.90992787703361,2.111156493901036,1.6938765726704488,3.8050330665714847
16,25,30.236338136797045,74.2562311590817,1,30.234453416279617,74.26224304145428,30.213830074652,74.27707067005548,3.205126836910648,0.6143992034649683,3.8195260403756164
22,22,30.142891731621468,74.15435819840783,12,30.150203267465617,74.15804821868224,30.12595311543676,74.12999422266907,3.0061965090845857,0.8870577507416282,3.8932542598262136
575,578,24.664803033054973,84.35090240807291,968,24.67461253955173,84.35496155759606,24.645958006549304,84.36888160725071,2.7734915536396256,1.1653349286662624,3.9388264823058883
13,492,30.165968788396462,74.14721993361938,42,30.170418649152044,74.12374172170817,30.16340235209139,74.13025841283394,1.6554201191195461,2.3106545588139507,3.9660746779334968
474,364,20.95785112856467,77.69526082841885,773,20.979026679799443,77.67851424372039,20.96177052815079,77.70449763135015,1.0534977394013774,2.927063826988781,3.9805615663901586
509,283,31.635245909809328,74.87545595552031,832,31.635103978658627,74.85396267071654,31.63510846616692,74.85489708925499,1.9464074258800481,2.034871875916442,3.98127930179649
512,345,23.677055532324356,86.98096119262796,874,23.671033543949424,86.9678454071048,23.696119590517267,86.96815713349476,2.4886889623896282,1.494126340148522,3.9828153025381505
394,796,27.52130670965123,76.63202860642134,696,27.50412135488084,76.61532828370646,27.52569297712797,76.6180141680142,1.4655055575156266,2.5227322069883487,3.9882377645039755
494,619,31.69990525045211,74.91830711587485,814,31.678443031124925,74.91663481949973,31.686197778710643,74.9248784968932,1.6461310950279309,2.391729501948767,4.037860596976698
358,892,26.37054192310285,89.53124673253926,600,26.36366158379202,89.55308571561176,26.3672178896334,89.54835568709836,1.7441021318840602,2.306341475157979,4.050443607042039
