store_id,operator_id,city_id,location_latitude,location_longitude,contact_email,contact_mobile,start_time,end_time,list_of_items,inventory_capacity
1,1,22,28.878857752298128,79.21856569349588,store1@bamanpuri.com,9236381452,2024-10-18 09:00:00,2024-10-18 21:00:00,[],432.36139314651285
2,1,22,28.806406285937975,79.17908197325455,store2@bamanpuri.com,9148801989,2024-10-18 09:00:00,2024-10-18 21:00:00,[],466.92297197629597
3,1,22,28.773162382221088,79.09458716212107,store3@bamanpuri.com,9777826631,2024-10-18 09:00:00,2024-10-18 21:00:00,[],281.09946199690205
4,1,22,28.751677638998487,79.17597991105593,store4@bamanpuri.com,9435784404,2024-10-18 09:00:00,2024-10-18 21:00:00,[],107.70268102272907
5,1,22,28.841227256231175,78.93207510692433,store5@bamanpuri.com,9453982335,2024-10-18 09:00:00,2024-10-18 21:00:00,[],423.36665945842475
6,1,22,28.668191663558833,79.0171825130946,store6@bamanpuri.com,9436994369,2024-10-18 09:00:00,2024-10-18 21:00:00,[],496.7655567290597
7,1,22,28.688185203029775,78.89751916895212,store7@bamanpuri.com,9471377507,2024-10-18 09:00:00,2024-10-18 21:00:00,[],119.03913350827548
8,1,22,28.79598386143271,79.19412431270408,store8@bamanpuri.com,9382763489,2024-10-18 09:00:00,2024-10-18 21:00:00,[],310.7555564612435
9,1,22,28.768662010708095,78.95359051245302,store9@bamanpuri.com,9772463901,2024-10-18 09:00:00,2024-10-18 21:00:00,[],137.9333725188112
10,1,22,28.945741348872456,79.00823766509043,store10@bamanpuri.com,9660254559,2024-10-18 09:00:00,2024-10-18 21:00:00,[],118.43398023057597
11,1,17,31.644391003845683,74.80101753048258,store11@amritsar.com,9481202178,2024-10-18 09:00:00,2024-10-18 21:00:00,[],465.44085191010953
12,1,17,31.62045316069535,74.8811331960655,store12@amritsar.com,9992449467,2024-10-18 09:00:00,2024-10-18 21:00:00,[],362.52113202436476
13,1,17,31.601484233746675,74.78228950699882,store13@amritsar.com,9910357246,2024-10-18 09:00:00,2024-10-18 21:00:00,[],147.69805814606283
14,1,17,31.71346809323551,74.97322439508217,store14@amritsar.com,9463078131,2024-10-18 09:00:00,2024-10-18 21:00:00,[],445.71171030387677
15,1,17,31.543154556450975,74.72678969952528,store15@amritsar.com,9216719314,2024-10-18 09:00:00,2024-10-18 21:00:00,[],318.91539811952316
16,1,17,31.599485098319658,74.92716467610833,store16@amritsar.com,9452707183,2024-10-18 09:00:00,2024-10-18 21:00:00,[],452.9722230039018
