Request_id,Assigned_store_id,Assigned_store_latitude,Assigned_store_longitude,Assigned_driver_id,Assigned_Driver_latitude,Assigned_Driver_longitude,Request_latitude,Request_longitude,Distance_to_store,Distance_to_driver,Total_Distance
252,525,20.70832079007625,76.99970632343465,403,20.70804872488049,77.00010267807994,20.704173987333924,77.00418391275443,0.6553745011506145,0.05113434216069282,0.7065088433113073
153,892,23.02535285336411,72.58637272894516,276,23.02608268011283,72.58675269258981,23.029445190058144,72.59144147474426,0.6900190844310279,0.08998764150971668,0.7800067259407446
398,436,27.572075635547,76.61220530471645,699,27.56819989096049,76.61504730862357,27.573698285806746,76.60837465907863,0.41846683352466735,0.5140065019348348,0.9324733354595021
216,551,26.453854901614648,74.64154570034033,365,26.4522185683636,74.63667201540576,26.45132253382767,74.63718765684371,0.517226169448818,0.5181841732953861,1.0354103427442043
348,70,26.484081172259337,89.5217966498012,572,26.485646224220435,89.52222548044911,26.49188749613322,89.52351901599374,0.8847868953030606,0.17918295291823458,1.0639698482212951
333,62,26.51875067820708,89.59493273044403,564,26.51922801274352,89.59340992816817,26.5159031556216,89.60373651356028,0.9314211505186332,0.16054022151684,1.091961372035473
334,303,26.482496760503903,89.53742968865328,552,26.486546428956284,89.54354694747916,26.486066160743995,89.53560499766533,0.4364732562687697,0.7572572952360637,1.1937305515048333
380,806,25.44279380470251,81.84176027733949,643,25.43575188514493,81.83923871179044,25.439257085511837,81.84108485269452,0.3990704273680782,0.8229454703210053,1.2220158976890834
718,322,23.256967288229216,87.85615683161107,1178,23.25692523058761,87.85253469688242,23.253210319996292,87.8638344573401,0.888668249756722,0.37006538225954383,1.2587336320162659
345,309,26.47664955736985,89.51817980241188,593,26.4809946616374,89.51652738661875,26.47030836583135,89.51535292748531,0.7591763306021422,0.5103786229218229,1.269554953523965
704,638,23.254183457933937,87.86464429056062,1161,23.256320170770497,87.85951343804336,23.25980113665564,87.86084573281167,0.7353819574501542,0.575505507058381,1.3108874645085353
391,655,27.566944638696636,76.60969346971116,670,27.57269415822127,76.61616138290469,27.56612070059845,76.60433026593721,0.536538645159474,0.902869944870967,1.439408590030441
220,886,26.451088048177223,74.63378447979164,397,26.450171375358025,74.64578289540499,26.451512006768663,74.6368784376574,0.311603466039035,1.198841813822324,1.510445279861359
724,857,28.34680116074594,79.42881109744877,1238,28.343083374855464,79.42531563033462,28.345116344209348,79.41774766594193,1.0987816808305615,0.5365778972898884,1.63535957812045
710,638,23.254183457933937,87.86464429056062,1181,23.24896927825424,87.85899284844582,23.24905465535553,87.87058340643418,0.8327055421575522,0.8182393360488226,1.6509448782063747
135,986,19.095602791479045,74.73200945428769,245,19.09485570723829,74.73818202218551,19.08827456225077,74.73803472692578,1.0319158549795486,0.6538904727160562,1.6858063276956048
77,229,23.82989820460673,91.29223079190608,122,23.83589597562952,91.29253725910516,23.82004337052231,91.29201270151432,1.0960320814044087,0.6676497901971702,1.763681871601579
474,514,20.921957029398527,77.74844833512887,782,20.936892067520397,77.75145621385832,20.91938593953287,77.74850351900857,0.2859495980387298,1.6898271363079516,1.9757767343466814
407,434,27.56142397161956,76.60781924012808,659,27.56011484821587,76.59360508706312,27.56586734589209,76.61067602251781,0.5686974640143878,1.4087239471439725,1.9774214111583603
213,161,26.49603703501216,74.58169893824318,394,26.503385563979123,74.5800903947898,26.505204331768248,74.58738908010902,1.1660663920789776,0.8326500493110317,1.9987164413900094
739,213,28.347943913681515,79.52630025602505,1244,28.333996666256656,79.52470190650213,28.3519340059822,79.52762203636377,0.4621482349733569,1.55873200432104,2.0208802392943968
574,262,24.752191934500388,84.36106690085306,968,24.751822269884453,84.35911289070502,24.755305852375265,84.37892257484786,1.8359738263730594,0.2015505793065877,2.037524405679647
225,168,26.40501868268879,74.6358885759269,390,26.40500968839542,74.63727051320997,26.404515014180344,74.65507100153191,1.9112846133329462,0.13763667726357243,2.0489212905965184
634,502,28.792947104918834,79.0448612125813,1082,28.810053408296948,79.04809618472281,28.794053626641503,79.04452271941605,0.12738430753021202,1.9280752412577435,2.0554595487879554
235,46,26.464296711662637,74.6362993487154,386,26.46632154508603,74.62869417862635,26.45319406541191,74.63053726298125,1.3613060046247283,0.7898071952588197,2.151113199883548
432,625,30.369492156337827,76.78215895778055,713,30.368570257067525,76.79620588773662,30.374317357551025,76.7884874690966,0.8102298734743585,1.3515211843730253,2.1617510578473835
64,879,23.841822140745453,91.28322391852248,125,23.834788299276013,91.2791221042132,23.85413026261592,91.27930188365454,1.4255419618731988,0.8864375810115541,2.311979542884753
576,267,24.73329400295673,84.37124703895141,952,24.71792160463572,84.37700809665712,24.735699339368956,84.37571176024942,0.5242646218558698,1.8056555990182068,2.329920220874077
188,284,23.741256204449765,92.711774952741,343,23.75012550301807,92.71773907184269,23.75063301729248,92.71741134737066,1.1900566196067122,1.158069411869526,2.348126031476238
642,865,28.76129943817149,78.97904453844791,1081,28.758363343640603,78.98049896871817,28.760440785521304,78.95829700079373,2.0246689006270713,0.3559335824148749,2.380602483041946
577,262,24.752191934500388,84.36106690085306,983,24.760517552814,84.36604429266607,24.765178151897043,84.36280209689366,1.4545922629075063,1.0533974810492308,2.5079897439567373
176,892,23.02535285336411,72.58637272894516,291,23.01744757881235,72.5796384439039,23.03519763130193,72.59483543599919,1.3958216314378702,1.116986436706462,2.512808068144332
344,63,26.48235279861058,89.51974254563878,578,26.48277962196089,89.52382763678884,26.47506499688396,89.49960249638221,2.1621560267097224,0.40933860804164207,2.5714946347513643
62,429,23.839380771646987,91.29652014359093,116,23.8376975210534,91.27548729699576,23.83902581039757,91.29152018055522,0.5100663932408704,2.147395257715877,2.6574616509567477
227,45,26.426842931679158,74.6456417724847,385,26.432170629341456,74.64910531975154,26.426746999995107,74.62572803336654,1.9829486398543732,0.6854872158009454,2.6684358556553187
219,46,26.464296711662637,74.6362993487154,367,26.4673775379828,74.64076192945451,26.45476219063949,74.61770427001268,2.1331969301440283,0.5609642869493957,2.694161217093424
632,683,28.815042708934502,79.04713678504501,1057,28.81221079752201,79.04988372020895,28.79753287819249,79.03332928270626,2.3665900798245696,0.41325957128080154,2.779849651105371
457,520,20.89191491676972,77.7290545939944,798,20.900714338570165,77.7467126306562,20.886232360202417,77.72590411968497,0.7116046266266938,2.0789834473951876,2.7905880740218816
357,302,26.49097727474979,89.54588611011417,570,26.47413135251943,89.56485380215022,26.490060135703803,89.54672468997896,0.13177645416350173,2.6594370676326977,2.7912135217961995
703,321,23.383132379064296,87.76664369871708,1155,23.40281066519951,87.77513863015119,23.37996454157203,87.76938464234874,0.4498211603211728,2.353613679887839,2.803434840209012
747,857,28.34680116074594,79.42881109744877,1226,28.346201369463603,79.42158160343897,28.33196803287436,79.41536235739653,2.1101694367201467,0.7106278707496623,2.820797307469809
605,920,25.89573263361822,80.80505379739566,1005,25.883193955522472,80.80293266795445,25.894810180800224,80.79037899463765,1.4715037499114951,1.410291273373338,2.881795023284833
231,169,26.45425133331392,74.64769379591033,356,26.45816015789129,74.66055160706229,26.457937551495093,74.63250702242676,1.5664245594464483,1.3517775203576272,2.9182020798040753
595,399,24.746681599731964,84.37928855813465,988,24.752912147078742,84.36959862795071,24.76219487823163,84.38154538379158,1.7399858202114737,1.1989331051167518,2.9389189253282257
