Request_id,Assigned_driver_id,Assigned_Driver_latitude,Assigned_Driver_longitude,Request_latitude,Request_longitude,Assigned_Store_id,Store_latitude,Store_longitude,Distance_from_customer_to_driver,Distance_from_driver_to_store,Distance_store_to_customer,Total_distance
1,48,30.14427940098736,74.20761126240066,30.13953409024476,74.19912660509665,766,30.14431926363809,74.20590996764065,0.9716388010903747,0.16365195583683087,0.8417796643611717,1.0054316201980025
2,89,30.24900396278239,74.29494366274177,30.26948044888695,74.26458094487792,816,30.22128663472273,74.27115667754806,3.69977731826117,3.836788897858931,5.396005945109065,9.232794842967996
3,27,30.13004992738721,74.06237884585236,30.159868007574147,74.06010311193725,820,30.110921229716823,74.1042341013168,3.322832553877303,4.553034552975395,6.901662256706655,11.45469680968205
4,51,30.212339540374696,74.13282034559482,30.258145550317803,74.1381985490697,811,30.182358856869616,74.14292170741939,5.11953476712694,3.4721753843867638,8.43930642739145,11.911481811778215
5,44,30.08257283690539,74.15696678657567,30.09552990162565,74.15786621437745,690,30.101724903274626,74.16908300946999,1.443356253081744,2.427767819937786,1.2802040824369108,3.7079719023746964
6,59,30.12211418330261,74.07678863565249,30.168976907556363,74.05981823602963,820,30.110921229716823,74.1042341013168,5.4604252687916555,2.9185104184757926,7.74052423938963,10.659034657865423
7,88,30.190433188060226,74.14131349020165,30.22099755620823,74.09118923603229,811,30.182358856869616,74.14292170741939,5.895096167122725,0.9110339230512929,6.570821104129645,7.481855027180938
8,10,30.149238691486826,74.16259824616998,30.15147347820691,74.1745630530409,763,30.153793588488988,74.15444999085948,1.1769650264053202,0.9329138394022414,1.950986673780906,2.883900513183147
9,68,30.06829222520078,74.27436989503241,30.04664115649549,74.28375711405995,814,30.068350656264123,74.25255235734346,2.5714222861105567,2.099539333488579,3.8531220566291897,5.952661390117768
10,90,30.131478780361142,74.18479320627334,30.14212697163168,74.1927271731995,768,30.14198659937752,74.19287671398388,1.4085571393583065,1.4033766797811162,0.02122283261726391,1.4245995123983801
11,97,30.26968022711592,74.1941248556927,30.267540329352894,74.17976679387954,770,30.219077118620923,74.21203786665951,1.3992695053783615,5.884033104054982,6.216890360736775,12.100923464791757
12,58,30.091159682273556,74.04704580570478,30.067296002477637,74.0596435798945,820,30.110921229716823,74.1042341013168,2.9172788292343728,5.924086112420102,6.47581899810192,12.39990511052202
13,24,30.14762346857557,74.34892271550744,30.109985723255967,74.30786503685503,812,30.15063250443885,74.28012588023365,5.7538548696392375,6.6234507572202075,5.248281384899704,11.87173214211991
14,14,30.0379855603688,74.19790813532597,30.03207246690837,74.19877166898098,762,30.04404490964285,74.18559410249355,0.6627399259055188,1.3634340049773395,1.8388415232177462,3.2022755281950857
15,76,30.175271748947644,74.23734127479463,30.21504757375354,74.29514986908681,464,30.18673143809523,74.23715477949008,7.101355836041244,1.2743853803829523,6.4013353179176535,7.675720698300606
16,28,30.11758235757813,74.08982892147017,30.13627088930712,74.07181166351666,820,30.110921229716823,74.1042341013168,2.7057265606307697,1.5711326349841732,4.203476789005312,5.774609423989485
17,17,30.20987405109456,74.32004292172597,30.24773822301877,74.2975039886929,816,30.22128663472273,74.27115667754806,4.7345243324380215,4.865767855011588,3.880457105055962,8.74622496006755
18,85,30.109028110285188,74.1810735720968,30.12943412615008,74.1741315147632,690,30.101724903274626,74.16908300946999,2.3652461214477563,1.4106328201861489,3.1191554601747766,4.5297882803609255
19,38,30.208690951941698,74.23792567703343,30.1938553004609,74.23798465481671,468,30.201722533084563,74.24297822158128,1.6496589149354515,0.914409586329029,0.9977874348869119,1.912197021215941
20,7,30.14933348577648,74.21787909945758,30.13663572241044,74.30284677490322,470,30.14191744743523,74.21487972732132,8.29147173665497,0.8736056054129746,8.479467624216117,9.353073229629091
21,42,30.13944398099985,74.20675864986562,30.13404541069829,74.2082893194567,766,30.14431926363809,74.20590996764065,0.6180770178619404,0.5482150098791547,1.165087865350235,1.7133028752293897
